Players
Virgil_Van_Dijk 4
Andy_Robertson 26
Nathaniel_Phillips 47
Neco_Williams 76
Joe_Gomez 12
Joel_Natip 32
Trent_Alexander-Arnold 66
Kostas_Tsimikas 21
Rhys_Williams 46
Sepp_Van_Den_Berg 72
