Players
Fabinho 3
James_Milner 7
Alex_Oxlade-Chamberlain 15
Ben_Woodburn 58
Georginio_Wijanaldum 5
Naby_Keita 8
Curtis_Jones 17
Thiago_Alcantara 6
Jordan_Henderson 14
Xherdan_Shaqiri 23
